0,24,4.97926,0.210898,1.10702,-302.223,24,1,1
1,24,4.97926,0.210898,1.10702,-302.223,24,1,1
2,23,4.96777,1.94514,2.11048,-268.867,23,2,2
3,23,4.57814,2.36275,2.6215,-136.033,23,3,3
4,24,7.14312,0.593688,6.43706,-355.559,24,3,1
5,25,8.33475,1.35908,7.41636,-102.515,25,3,4
6,26,8.42161,2.47812,9.05743,-56.1041,25,2,4
7,26,8.33601,2.45537,10.7789,-7.97787,26,1,4
8,26,5.70672,0.603215,9.00139,-101.981,26,2,1
9,27,2.38878,-0.377053,9.45708,-143.136,27,1,3
10,28,1.17389,1.32744,4.4044,-41.3791,28,4,5
11,29,5.05791,-2.5736,5.58517,-1.27971,28,1,5
12,29,5.52743,-2.79579,6.19206,-8.32914,29,3,5
13,29,-7.01633,-2.78577,9.30067,-95.108,29,4,6
14,29,-8.03419,-2.67824,9.45606,-261.772,29,2,6
15,29,3.18064,-2.49271,12.6538,-7.58845,29,4,3
16,29,4.78184,-2.5907,11.4969,-0.580273,29,2,5
17,29,4.86485,-2.79676,10.9682,-14.0549,29,5,7
18,29,4.8411,-2.88029,10.3724,-7.31745,29,5,3
19,29,-5.68609,-2.84268,10.0952,-5.38287124251,29,4,2
