6,1
6,2
8,3
9,4
17,5
19,6
22,7
25,8
30,9
35,10
44,11
53,12
54,13
72,14
73,15
90,16
93,17
94,18
95,19
126,20
132,21
177,22
178,23
197,24
198,25
199,26
201,27
204,28
213,29
215,30
216,31
217,32
219,33
220,34
245,35
247,36
250,37
254,38
257,39
263,40
264,41
265,42
273,43
275,44
292,45
335,46
336,47
359,48
360,49
361,50
