0,-1.99631,-7.61675,18.1479,-42.4765,0
1,-1.92557,-7.72926,18.2833,-63.352,2
2,-2.11094,-7.63164,18.1267,-56.3248,3
3,-2.07461,-7.59817,18.0864,-62.6867,4
4,-2.01054,-7.66457,18.1142,-49.0846,5
5,-2.17017,-7.55047,18.1208,-62.88,6
6,-2.12273,-7.54501,18.1133,-49.2918,7
7,-2.11148,-7.61803,18.1087,-49.4279,8
8,-2.1284,-7.56723,18.1222,-63.3826,9
9,-2.08878,-7.56967,18.1649,-42.5583,10
10,-2.06045,-7.5705,18.142,-48.9858,11
11,-2.09838,-7.55104,18.1657,-42.5279,12
12,-2.1391,-7.54818,18.1635,-30.0814,13
13,-2.10539,-7.56325,18.1747,-56.272,14
14,-2.05256,-7.58136,18.1311,-55.7206,15
15,-2.0865,-7.62962,18.1486,-43.9802,16
16,-2.04818,-7.63263,18.1463,-55.9011,17
17,-2.00278,-7.67415,18.145,-49.0266,18
18,-2.07341,-7.59647,18.0878,-49.4815,19
19,-2.05626,-7.5644,18.1419,-62.5006,20
20,-2.09035,-7.59566,18.1412,-68.9842,21
21,-2.14799,-7.53453,18.1248,-68.8909,22
22,-2.14652,-7.68517,18.1801,-77.2248,23
23,-2.17535,-7.56498,18.1152,-43.7206,24
24,-2.17425,-7.52585,18.1166,-62.5812,25
25,-2.07243,-7.57012,18.1144,-30.9652,26
26,-2.1051,-7.63349,18.1307,-55.8629,27
27,-2.08945,-7.63488,18.144,-42.5379,28
28,-2.05952,-7.61002,18.1113,-49.4209,28
29,-2.10294,-7.5923,18.1353,-43.3215,29
