0,-5.6017,-0.152917,15.4375,-241.452,0
1,-5.52912,-0.149767,15.4354,-241.699,1
2,-5.54758,-0.172476,15.4112,-235.097,2
3,-5.57224,-0.0460297,15.4103,-241.169,3
4,-5.56521,-0.0403615,15.4129,-241.177,3
5,-5.57351,-0.0744648,15.4095,-241.546,4
6,-5.58789,-0.112929,15.3823,-229.425,5
7,-5.54318,0.0139795,15.4298,-249.091,6
8,-5.59602,-0.0391609,15.4125,-241.244,7
9,-5.61322,-0.0505906,15.4302,-235.053,9
10,-5.6065,-0.0554232,15.4336,-241.588,10
11,-5.61099,-0.130339,15.4225,-248.231,11
12,-5.6042,-0.0911841,15.4166,-241.867,11
13,-5.58647,-0.173828,15.4261,-234.796,12
14,-5.6046,-0.17273,15.4164,-228.168,13
15,-5.59379,-0.127396,15.4405,-235.557,14
16,-5.57023,-0.168422,15.4452,-241.819,15
17,-5.61616,-0.158671,15.4262,-234.976,16
18,-5.57826,-0.0708285,15.4135,-241.799,18
19,-5.57485,-0.100047,15.4113,-241.596,19
20,-5.52755,-0.0159828,15.4011,-248.239,20
21,-5.5244,-0.0409366,15.392,-241.688,21
22,-5.56301,-0.0226525,15.3932,-255.014,22
23,-5.5353,0.00610765,15.4196,-241.809,22
24,-5.56301,-0.10899,15.4255,-234.665,24
25,-5.57265,-0.11536,15.4271,-254.724,25
26,-5.56638,-0.0829853,15.4409,-261.406,26
27,-5.55978,-0.0894417,15.4298,-235.043,27
28,-5.55636,-0.115519,15.4185,-228.305,28
29,-5.58941,-0.0980928,15.424,-241.28,29
