0,2.63518,-1.84645,15.0752,-7.27262,0
1,2.64918,-1.85488,15.0916,-7.23973,1
2,2.64928,-1.85832,15.0903,-7.24649,2
3,2.60536,-1.87125,15.0944,-7.24089,3
4,2.60751,-1.87228,15.0937,-7.22612,4
5,2.60571,-1.87268,15.094,-7.25348,5
6,2.61795,-1.86511,15.0897,-7.29178,6
7,2.61411,-1.86322,15.0905,-7.30777,7
8,2.59207,-1.85369,15.0756,-7.27727,8
9,2.59186,-1.85377,15.0756,-7.28195,9
10,2.60107,-1.85295,15.077,-7.23601,10
11,2.52252,-1.85374,15.0827,-1.30627,11
12,2.56318,-1.85472,15.0832,-7.25914,12
13,2.60214,-1.85001,15.0845,-7.23352,13
14,2.58699,-1.85382,15.0822,-7.24743,14
15,2.60204,-1.8574,15.0952,-7.26285,15
16,2.599,-1.86066,15.0925,-7.24939,16
17,2.64964,-1.85733,15.0951,-7.25104,17
18,2.63071,-1.85781,15.0955,-7.26556,18
19,2.61045,-1.85828,15.0843,-7.23041,19
20,2.60941,-1.85572,15.0847,-7.20454,20
21,2.60882,-1.85665,15.0839,-7.21559,21
22,2.58883,-1.86999,15.0923,-7.26447,22
23,2.58383,-1.85299,15.0747,-7.28951,23
24,2.60839,-1.85615,15.0713,-7.2743,24
25,2.60645,-1.85701,15.0717,-7.26532,25
26,2.59607,-1.85467,15.0784,-7.23985,26
27,2.60391,-1.85021,15.0866,-7.24397,27
28,2.60855,-1.85759,15.085,-7.21027,28
29,2.61043,-1.86099,15.0827,-7.20281,29
