0,-3.30147,-0.790005,15.8963,-1.58015,0
1,-3.30083,-0.778074,15.896,-1.5684,0
2,-3.27396,-0.753774,15.902,-7.63305,1
3,-3.31295,-0.676108,15.8905,-7.65568,2
4,-3.30854,-0.686058,15.8887,-7.60868,3
5,-3.31094,-0.678353,15.8903,-7.64545,4
6,-3.31063,-0.684191,15.8894,-7.62713,5
7,-3.34509,-0.686124,15.9021,-7.62213,6
8,-3.35082,-0.714802,15.9004,-1.18492,7
9,-3.34373,-0.711491,15.8999,-7.58959,8
10,-3.34058,-0.68643,15.8993,-7.61263,9
11,-3.33006,-0.673267,15.904,-7.62794,10
12,-3.33119,-0.692962,15.9022,-7.61447,11
13,-3.31512,-0.746289,15.911,-7.68168,12
14,-3.32107,-0.759894,15.9064,-7.66311,13
15,-3.32494,-0.745255,15.909,-7.62151,14
16,-3.32358,-0.763033,15.9085,-7.60544,15
17,-3.32378,-0.764227,15.9081,-7.59443,16
18,-3.32408,-0.758931,15.9069,-7.60025,17
19,-3.32995,-0.771211,15.9041,-7.71609,18
20,-3.30241,-0.69859,15.9002,-7.56227,19
21,-3.30188,-0.697169,15.9005,-7.62076,20
22,-3.30049,-0.702104,15.8989,-7.55578,21
23,-3.27722,-0.582293,15.897,-8.06877,23
24,-3.27013,-0.628333,15.8906,-7.73189,24
25,-3.30531,-0.710751,15.8958,-7.74544,25
26,-3.29952,-0.716677,15.8975,-7.73178,26
27,-3.28672,-0.697168,15.9032,-7.82474,27
28,-3.31344,-0.693448,15.9023,-7.64868,28
29,-3.32042,-0.697778,15.9006,-7.61696,29
