0,5.88121,-2.7187,7.27616,-1.05156,0
1,5.92253,-2.66625,7.27325,-1.1897,1
2,5.94127,-2.67424,7.27963,-1.28985,2
3,5.9855,-2.62636,7.30184,-1.03089,3
4,5.91953,-2.66635,7.29107,-1.29993,4
5,5.96913,-2.66139,7.30208,-7.69135,5
6,5.89587,-2.70949,7.28285,-1.02131,6
7,5.89832,-2.70079,7.28549,-0.988717,7
8,5.87412,-2.70029,7.29901,-2.42771,8
9,5.9084,-2.66657,7.2913,-1.08936,9
10,5.90268,-2.6614,7.29737,-1.025,10
11,5.94029,-2.6759,7.29992,-1.13406,11
12,5.94247,-2.68471,7.29241,-1.03106,12
13,5.9259,-2.67965,7.29617,-1.12009,13
14,5.94814,-2.68164,7.28608,-1.13431,14
15,5.94852,-2.68188,7.28608,-1.19675,15
16,5.93006,-2.69039,7.28587,-1.09216,16
17,5.91484,-2.66515,7.27677,-1.36331,17
18,5.91726,-2.67866,7.28842,-7.74251,18
19,5.91723,-2.67953,7.29359,-0.972715,19
20,5.92714,-2.68023,7.29943,-8.35828,20
21,5.91217,-2.68814,7.28441,-1.29853,21
22,5.91415,-2.65195,7.29482,-7.93017,22
23,5.92682,-2.68537,7.28688,-1.52076,23
24,5.91812,-2.66316,7.29118,-1.08036,24
25,5.92343,-2.69273,7.28436,-0.972503,25
26,5.91958,-2.66005,7.31344,-2.50442,26
27,5.92918,-2.67808,7.28576,-1.18097,27
28,5.93029,-2.69429,7.2836,-1.06127,28
29,5.92114,-2.69284,7.28123,-1.2184,29
