0,4.85631,-2.78326,10.9642,-13.9987,0
1,4.86864,-2.7777,10.9791,-7.58105,1
2,4.87127,-2.78747,10.9776,-7.66066,2
3,4.84058,-2.78243,10.9857,-0.938315,3
4,4.86011,-2.77285,10.9837,-1.34102,4
5,4.80617,-2.81777,10.9644,-7.59658,5
6,4.82122,-2.80033,10.9717,-1.56923,6
7,4.83766,-2.79334,10.9702,-7.41653,7
8,4.83437,-2.79016,10.9708,-7.37677,8
9,4.81624,-2.77936,10.9883,-8.10408,9
10,4.83638,-2.78946,10.9789,-7.61839,10
11,4.84318,-2.78987,10.9786,-7.55886,11
12,4.88542,-2.78777,10.976,-7.4496,12
13,4.88003,-2.78733,10.9766,-7.4722,13
14,4.87215,-2.78737,10.9819,-7.68288,14
15,4.83592,-2.78888,10.9748,-0.956181,15
16,4.8367,-2.7886,10.9747,-0.957334,16
17,4.82992,-2.78954,10.9857,-1.52631,17
18,4.82212,-2.78876,10.9691,-1.01601,18
19,4.84784,-2.7873,10.9664,-0.965704,19
20,4.84469,-2.78207,10.979,-7.61196,20
21,4.84087,-2.79507,10.9674,-0.763894,21
22,4.83952,-2.79614,10.9672,-0.795426,22
23,4.83467,-2.81631,10.9789,-8.01206,23
24,4.84027,-2.81409,10.979,-7.86915,24
25,4.84956,-2.77692,10.9742,-1.21655,25
26,4.84011,-2.79444,10.9722,-7.57874,26
27,4.84371,-2.79102,10.9788,-1.6207,27
28,4.8531,-2.79103,10.9749,-7.74304,28
29,4.86485,-2.79676,10.9682,-14.0549,29
