0,23,4.99114,0.242922,1.10632,-282.702,23,1,1
1,23,4.99114,0.242922,1.10632,-282.702,23,2,2
2,21,4.98459,1.92157,2.08355,-296.241,21,3,3
3,21,4.61441,2.37097,2.6207,-116.919,21,1,3
4,22,7.17754,0.575437,6.44587,-289.854,22,3,2
5,23,8.39322,1.34503,7.4551,-96.4819,23,2,2
6,23,8.41934,2.46802,9.048,-69.0939,23,4,4
7,23,8.3432,2.44867,10.7637,-14.8912,23,3,4
8,21,5.73391,0.584165,8.98791,-95.5209,21,5,5
9,22,2.35863,-0.419404,9.43327,-168.398,22,1,5
10,17,1.13206,1.33529,4.39367,0.418671767569,17,6,6
