0,19,4.99897,0.218747,1.11,-296.032,19,1,1
1,19,4.99897,0.218747,1.11,-296.032,19,2,2
2,16,4.97838,1.94175,2.11135,-281.883,16,2,1
3,16,4.60617,2.36939,2.61696,-130.918,16,3,3
4,17,7.1584,0.518656,6.43622,-303.194,17,3,2
5,17,8.37822,1.3256,7.4279,-115.935,17,3,1
6,18,8.42988,2.41674,9.05013,-75.4296,18,4,4
7,18,8.36445,2.39991,10.7767,-21.2973,18,1,4
8,15,5.74453,0.589456,9.00653,-95.1758,16,4,2
9,17,2.39222,-0.426921,9.44048,-148.602,16,5,5
10,14,1.20809,1.29517,4.37959,-21.6241,14,1,5
11,13,5.04591,-2.57846,5.59703,-1.02904,13,4,5
12,13,5.52512,-2.79708,6.22819,-2.52142,13,3,2
13,10,-7.02194,-2.84637,9.31829,-88.171,10,6,6
14,11,-8.061,-2.75602,9.4705,-268.31,10,2,6
15,11,3.18592,-2.51994,12.6794,-8.01738,11,2,3
16,11,4.77106,-2.58745,11.5012,-0.56068,11,3,5
17,11,4.84318,-2.78987,10.9786,-7.55886,11,6,2
18,11,4.82217,-2.87089,10.381,-0.944066,11,5,2
19,11,-5.72362,-2.86923,10.1157,-35.3553,11,1,6
20,11,-7.40831,-2.82149,9.06222,-34.5231,11,4,6
21,15,1.53977,-3.01614,11.6207,-0.6609,15,5,3
22,15,1.81278,-3.25166,12.1256,-0.581523,15,4,3
23,17,-2.48777,-4.52072,17.3209,-68.7943,16,7,7
24,17,-2.33845,-5.48558,17.5651,-163.101,17,1,7
25,17,-2.09293,-6.43186,17.2637,-322.954,17,4,7
26,15,-2.0865,-7.62962,18.1486,-43.9802,16,2,7
27,15,-1.90251,-7.63146,19.7884,-68.7718,15,6,7
28,15,-5.32463,-4.11198,23.1468,-21.7651,15,5,6
29,15,-5.33675,-5.53624,24.2378,-202.42,15,8,8
30,15,-4.73535,-6.2484,24.0076,-42.5839,15,7,8
31,15,-4.50791,-7.22636,23.5615,-1.46476,15,2,8
32,15,-4.57992,-8.20599,22.548,-20.7537,15,5,8
33,15,-4.58421,-8.24542,22.0042,-14.4786,15,1,8
34,18,-5.91772,0.3572,14.4874,-0.962345,18,7,1
35,18,-6.24219,0.603102,15.6048,-4.25123539322,18,7,1
