0,17,4.99002,0.191455,1.10711,-290.033,17,1,1
1,17,4.99002,0.191455,1.10711,-290.033,17,1,1
2,13,4.98186,1.96232,2.11472,-296.0,13,2,2
3,13,4.58545,2.3409,2.61165,-136.146,13,3,3
4,14,7.14703,0.52212,6.42727,-270.118,14,1,2
5,14,8.38428,1.35265,7.44575,-129.169,14,3,2
6,14,8.40174,2.42667,9.04252,-81.6808,14,2,2
7,15,8.33032,2.41407,10.7631,-7.95886,14,2,2
8,12,5.70468,0.622144,9.00474,-102.475,13,1,1
9,13,2.33752,-0.444232,9.41814,-142.154,13,4,4
10,10,1.15044,1.31235,4.37314,-40.9643,10,5,5
11,9,5.03085,-2.5774,5.59473,-0.871716,9,5,4
12,9,5.49898,-2.76557,6.20147,-2.24961,9,2,4
13,7,-7.07898,-2.7425,9.3045,-82.3784,7,6,6
14,8,-8.09981,-2.67094,9.459,-3.27780693372,7,2,6
